id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,online_booking,mobile_site_booking,from_lat,from_long,to_lat,to_long
132842,22353,12,0,2,824,393,0,0,0,0,13.06557,77.58646,13.19956,77.70688
132844,22356,12,0,2,393,1189,0,0,1,0,13.19956,77.70688,12.91873,77.61494
132845,9506,12,0,2,572,601,0,0,0,0,12.91873,77.61494,13.02434,77.56593
132848,14760,12,0,2,1010,571,0,0,0,0,12.96691,77.74935,12.95185,77.69642
132852,22361,12,0,2,1331,1238,0,0,0,0,12.896203,77.598108,12.92323,77.59203
132854,18577,12,0,2,1010,1189,0,0,0,0,12.96691,77.74935,12.91873,77.61494
132855,22362,12,0,2,768,393,0,0,0,0,12.98999,77.55332,13.19956,77.70688
132859,21864,12,0,2,1384,1063,0,0,1,0,13.02853,77.54625,12.934477,77.611284
132866,16,28,0,2,1063,52,0,0,0,0,12.934477,77.611284,12.94329,77.54281
132867,59,12,0,2,293,601,0,0,0,0,12.849482,77.663187,13.02434,77.56593
132869,21542,12,0,2,1371,136,0,0,0,0,13.000418,77.674835,12.90796,77.62418
132873,22370,12,0,2,1089,1010,0,0,0,0,12.99517,77.731147,12.96691,77.74935
132875,22370,12,0,2,1089,994,0,0,0,0,12.99517,77.731147,12.93965,77.74657
132879,2422,12,0,2,571,452,0,0,0,0,12.95185,77.69642,12.95278,77.59088
132880,22374,12,0,2,541,1165,0,0,0,0,12.93524,77.61997,12.990947,77.687112
132883,4751,12,2,3,58,0,0,0,0,0,12.88963,77.60119,0,0
132885,21717,12,1,3,1255,0,0,0,1,0,13.016558,77.621498,0,0
132890,6449,12,0,2,977,393,0,0,0,0,12.969933,77.533286,13.19956,77.70688
132898,22382,28,0,2,1061,1021,0,0,0,0,12.924878,77.566255,13.02853,77.54625
132901,22383,12,0,2,293,296,0,0,0,0,12.849482,77.663187,12.96662,77.59868
132917,14257,12,0,2,1257,1053,0,0,0,0,12.934477,77.611284,12.912799,77.589784
132918,2053,12,1,3,1373,0,0,0,0,0,13.037255,77.58166,0,0
132923,21105,23,2,3,949,0,0,0,0,0,12.98275,77.61582,0,0
132928,7995,12,0,2,1086,1384,0,0,1,0,12.907487,77.64729,13.02853,77.54625
132930,24916,12,1,3,1383,0,0,0,0,0,12.930451,77.685822,0,0
132935,22395,12,0,2,784,571,0,0,0,0,12.96634,77.60709,12.95185,77.69642
132942,20720,12,1,3,1056,0,0,0,0,0,12.919199,77.60931,0,0
132945,33981,12,0,2,689,585,0,0,1,0,12.97672,77.64927,12.97677,77.5727
132946,22400,12,0,2,450,393,0,0,0,0,12.9334,77.62652,13.19956,77.70688
132953,22403,12,0,2,585,1301,0,0,0,0,12.97677,77.5727,12.937222,77.626915
132958,19414,28,0,2,949,393,0,0,0,0,12.98275,77.61582,13.19956,77.70688
132965,22413,12,0,2,1388,393,0,0,0,0,12.919722,77.592806,13.19956,77.70688
132972,1649,12,0,2,393,344,0,0,0,0,13.19956,77.70688,12.94788,77.67092
132975,22419,87,2,3,571,0,0,0,0,0,12.95185,77.69642,0,0
132981,15800,12,0,2,601,689,0,0,0,0,13.02434,77.56593,12.97672,77.64927
132984,33981,12,0,2,689,410,0,0,0,0,12.97672,77.64927,13.05121,77.54113
132985,15400,12,1,3,479,0,0,0,0,0,13.02298,77.60922,0,0
132988,4778,12,0,2,1136,393,0,0,1,0,12.99049,77.69798,13.19956,77.70688
132995,22428,12,0,2,83,1063,0,0,0,0,12.92415,77.67229,12.934477,77.611284
133008,21858,12,0,2,1181,58,0,0,0,0,12.97896,77.67345,12.88963,77.60119
133021,22444,12,0,2,150,393,0,0,0,0,12.89724,77.61065,13.19956,77.70688
133023,8467,12,1,3,471,0,0,0,1,0,13.01854,77.63524,0,0
133026,22428,12,0,2,1281,83,0,0,0,0,12.934634,77.611283,12.92415,77.67229
133038,22449,12,0,2,1262,1192,0,0,0,0,12.81575,77.68465,12.97677,77.5727
133045,22453,12,0,2,822,393,0,0,0,0,13.01024,77.58056,13.19956,77.70688
133046,22454,12,0,2,1010,571,0,0,1,0,12.96691,77.74935,12.95185,77.69642
133050,22458,12,0,2,1192,396,0,0,0,0,12.97677,77.5727,12.92073,77.66482
133054,22451,65,0,2,974,393,0,0,0,0,13.07557,77.55904,13.19956,77.70688
133055,15932,12,0,2,1191,1038,0,0,1,0,13.03017,77.56684,12.981266,77.637162
133057,22461,12,1,3,149,0,0,0,0,0,12.93022,77.56039,0,0
133068,22465,12,0,2,1010,176,0,0,0,0,12.96691,77.74935,12.9073,77.69512
133069,12973,12,0,2,137,97,0,0,0,0,12.81575,77.68465,12.97943,77.66125
133070,17664,12,0,2,767,221,0,0,1,0,12.9122,77.51043,12.98541,77.57891
133089,17225,24,0,2,391,393,0,0,0,0,12.98099,77.60209,13.19956,77.70688
133104,19387,12,0,2,1068,776,0,0,1,0,13.044009,77.606805,13.01508,77.67796
133111,19424,24,0,2,393,458,0,0,0,0,13.19956,77.70688,13.00037,77.72746
133140,22497,12,0,2,1056,393,0,0,1,0,12.919199,77.60931,13.19956,77.70688
133141,22498,12,0,2,1058,1063,0,0,0,0,12.914535,77.631658,12.934477,77.611284
133151,22504,12,0,2,1390,393,0,0,0,0,12.969368,77.641302,13.19956,77.70688
133153,22506,12,0,2,1058,585,0,0,0,0,12.914535,77.631658,12.97677,77.5727
133154,22507,12,0,2,297,142,0,0,0,0,12.99789,77.61488,12.91281,77.60923
133164,22514,12,2,3,393,0,0,0,0,0,13.19956,77.70688,0,0
133168,22517,12,0,2,1102,1010,0,0,0,0,12.93652,77.54481,12.96691,77.74935
133169,21282,12,0,2,393,1175,0,0,0,0,13.19956,77.70688,12.959979,77.647998
133171,22518,12,0,2,1057,392,0,0,0,0,12.916156,77.643803,12.986284,77.735245
133176,5322,12,0,2,455,61,0,0,0,0,12.999874,77.67812,12.96298,77.71229
133178,1256,12,1,3,58,0,0,0,0,0,12.88963,77.60119,0,0
133183,21626,12,1,3,410,0,0,0,0,0,13.05121,77.54113,0,0
133187,21889,12,0,2,83,393,0,0,1,0,12.92415,77.67229,13.19956,77.70688
133188,1489,28,1,3,297,0,0,0,0,0,12.99789,77.61488,0,0
133209,22530,12,0,2,1032,393,0,0,0,0,12.913301,77.685592,13.19956,77.70688
133211,6474,65,0,1,142,0,1,131,1,0,12.91281,77.60923,0,0
133218,33008,85,0,2,1021,1010,0,0,0,0,13.02853,77.54625,12.96691,77.74935
133226,18027,12,0,2,1010,136,0,0,0,0,12.96691,77.74935,12.90796,77.62418
133233,13669,12,0,2,1165,585,0,0,1,0,12.990947,77.687112,12.97677,77.5727
133243,864,12,0,2,1084,1378,0,0,0,0,12.892657,77.581866,12.827912,77.679642
133246,22549,28,0,2,949,1102,0,0,0,0,12.98275,77.61582,12.93652,77.54481
133253,21520,12,0,2,1096,1021,0,0,0,0,12.96519,77.71932,13.02853,77.54625
133260,22558,12,0,2,1189,393,0,0,0,0,12.91873,77.61494,13.19956,77.70688
133275,22565,12,0,2,83,585,0,0,1,0,12.92415,77.67229,12.97677,77.5727
133291,81,28,0,2,97,484,0,0,1,0,12.97943,77.66125,12.90013,77.48279
133298,22579,12,0,2,253,793,0,0,0,0,12.97635,77.61468,13.02239,77.59492
133301,22581,12,0,2,542,585,0,0,0,0,12.93823,77.62289,12.97677,77.5727
133302,22582,12,0,2,1194,570,0,0,0,0,13.00446,77.56923,12.94832,77.5882
133319,81,12,0,2,97,206,0,0,1,0,12.97943,77.66125,12.97561,77.60233
133330,22600,12,0,2,1186,393,0,0,0,0,13.00983,77.62967,13.19956,77.70688
133341,16829,28,1,3,832,0,0,0,1,0,12.88019,77.64558,0,0
133343,19489,24,0,2,308,393,0,0,1,0,12.99049,77.69798,13.19956,77.70688
133344,22609,12,0,2,492,585,0,0,1,0,12.851218,77.521664,12.97677,77.5727
133345,22610,12,1,3,448,0,0,0,1,0,12.92732,77.63575,0,0
133348,22612,85,0,2,1230,293,0,0,0,0,13.02239,77.59492,12.849482,77.663187
133349,564,65,2,3,1305,0,0,0,1,0,12.964789,77.598602,0,0
133359,22620,12,0,2,570,393,0,0,0,0,12.94832,77.5882,13.19956,77.70688
133365,1870,12,1,3,352,0,0,0,0,0,13.03369,77.62821,0,0
133369,22564,12,0,2,585,571,0,0,0,0,12.97677,77.5727,12.95185,77.69642
133380,22634,12,0,2,1096,458,0,0,0,0,12.96519,77.71932,13.00037,77.72746
133409,22650,12,0,2,1102,1147,0,0,0,0,12.93652,77.54481,13.03064,77.6491
133414,8769,12,0,2,393,83,0,0,1,0,13.19956,77.70688,12.92415,77.67229
133423,3725,12,0,2,1017,585,0,0,0,0,13.11084,77.60074,12.97677,77.5727
133425,7071,28,0,2,689,105,0,0,0,0,12.97672,77.64927,13.01766,77.64503
133427,22656,12,1,3,689,0,0,0,0,0,12.97672,77.64927,0,0
133428,22657,12,2,3,824,0,0,0,0,0,13.06557,77.58646,0,0
133430,22660,12,0,2,1026,218,0,0,0,0,13.10482,77.57631,12.96799,77.58882
133435,22664,12,0,2,776,393,0,0,1,0,13.01508,77.67796,13.19956,77.70688
133437,22666,12,0,2,89,1107,0,0,0,0,12.96519,77.71932,12.98411,77.532871
133441,22670,12,0,2,1263,1373,0,0,0,0,12.96897,77.59456,13.037255,77.58166
133444,16504,12,0,2,571,585,0,0,1,0,12.95185,77.69642,12.97677,77.5727
133447,19124,12,0,2,1038,788,0,0,0,0,12.981266,77.637162,12.92471,77.49867
133452,22675,12,1,3,463,0,0,0,1,0,12.96037,77.58132,0,0
133460,12827,12,0,2,793,1038,0,0,0,0,13.02239,77.59492,12.981266,77.637162
133463,24527,12,0,2,1120,393,0,0,1,0,12.89724,77.61065,13.19956,77.70688
133465,22664,12,2,3,776,0,0,0,0,0,13.01508,77.67796,0,0
133467,26148,12,2,3,571,0,0,0,0,0,12.95185,77.69642,0,0
133472,22683,65,0,2,833,393,0,0,0,0,12.95862,77.69602,13.19956,77.70688
133480,22685,12,2,3,115,0,0,0,0,0,12.99319,77.54472,0,0
133489,22687,12,0,2,344,393,0,0,0,0,12.94788,77.67092,13.19956,77.70688
133501,4942,12,0,2,353,1021,0,0,0,0,13.03241,77.59914,13.02853,77.54625
133506,22694,12,1,3,142,0,0,0,0,0,12.91281,77.60923,0,0
133510,21029,12,0,2,1189,85,0,0,1,0,12.91873,77.61494,12.95755,77.71803
133521,22989,12,0,2,1083,393,0,0,1,0,12.900648,77.589183,13.19956,77.70688
133524,20720,12,0,2,1010,1358,0,0,0,0,12.96691,77.74935,12.933609,77.61656
133540,22712,12,0,2,391,1214,0,0,1,0,12.98099,77.60209,12.97672,77.64927
133542,17854,12,0,2,1161,392,0,0,0,0,12.92732,77.63575,12.986284,77.735245
133544,22715,12,0,2,1021,353,0,0,0,0,13.02853,77.54625,13.03241,77.59914
133547,22719,65,0,2,393,1038,0,0,1,0,13.19956,77.70688,12.981266,77.637162
133549,22722,12,0,2,1147,393,0,0,0,0,13.03064,77.6491,13.19956,77.70688
133556,22459,12,0,2,115,363,0,0,0,0,12.99319,77.54472,12.99287,77.71662
133559,22727,85,0,2,988,1384,0,0,1,0,12.95365,77.62137,13.02853,77.54625
133561,22727,85,0,2,1384,988,0,0,0,0,13.02853,77.54625,12.95365,77.62137
133573,16614,12,0,2,1384,1130,0,0,0,0,13.02853,77.54625,12.93711,77.60171
133575,17664,12,0,2,767,1234,0,0,1,0,12.9122,77.51043,12.98635,77.58203
133576,40790,12,0,2,147,393,0,0,0,0,12.977544,77.6688,13.19956,77.70688
133586,22746,12,0,2,393,271,0,0,1,0,13.19956,77.70688,12.95641,77.64076
133593,22752,12,0,2,414,968,0,0,0,0,13.00397,77.59964,12.96555,77.61912
133612,868,12,2,3,219,0,0,0,0,0,12.97029,77.56597,0,0
133617,22763,12,0,2,667,142,0,0,0,0,12.97165,77.51316,12.91281,77.60923
133619,81,12,0,2,97,484,0,0,0,0,12.97943,77.66125,12.90013,77.48279
133628,14994,28,0,2,1323,585,0,0,0,0,12.869805,77.653211,12.97677,77.5727
133631,22769,85,0,2,393,571,0,0,1,0,13.19956,77.70688,12.95185,77.69642
133635,22770,65,0,2,83,393,0,0,0,0,12.92415,77.67229,13.19956,77.70688
133636,22771,24,0,2,393,420,0,0,0,0,13.19956,77.70688,12.94396,77.51043
133637,22772,12,0,2,157,585,0,0,0,0,13.00858,77.66079,12.97677,77.5727
133642,17664,12,0,2,1234,767,0,0,1,0,12.98635,77.58203,12.9122,77.51043
133644,22748,12,0,2,603,768,0,0,0,0,12.97357,77.61043,12.98999,77.55332
133648,868,12,0,2,219,1154,0,0,0,0,12.97029,77.56597,12.87153,77.60206
133654,22777,12,0,2,353,1166,0,0,0,0,13.03241,77.59914,12.997198,77.669514
133656,14257,12,0,2,542,1053,0,0,0,0,12.93823,77.62289,12.912799,77.589784
133662,22783,12,0,2,559,450,0,0,0,0,12.97173,77.59829,12.9334,77.62652
133668,22784,12,0,1,308,0,15,32,0,0,12.99049,77.69798,0,0
133669,18875,85,0,2,1087,1102,0,0,1,0,12.909579,77.638063,12.93652,77.54481
133679,40444,12,1,3,689,0,0,0,0,0,12.97672,77.64927,0,0
133680,18178,12,0,2,149,271,0,0,0,0,12.93022,77.56039,12.95641,77.64076
133694,4038,12,0,2,1087,393,0,0,0,0,12.909579,77.638063,13.19956,77.70688
133704,23001,85,0,2,1384,83,0,0,0,0,13.02853,77.54625,12.92415,77.67229
133706,22803,12,0,2,1052,1021,0,0,1,0,12.912695,77.576265,13.02853,77.54625
133725,22673,12,0,2,451,393,0,0,0,0,12.9739,77.57914,13.19956,77.70688
133731,22814,12,1,3,156,0,0,0,0,0,13.02622,77.70143,0,0
133739,16573,12,0,2,689,393,0,0,1,0,12.97672,77.64927,13.19956,77.70688
133741,22821,12,0,2,1101,393,0,0,1,0,12.93652,77.54481,13.19956,77.70688
133748,22825,12,0,2,433,625,0,0,0,0,12.91226,77.59773,12.95431,77.6553
133749,22826,85,0,2,1333,393,0,0,0,0,12.895675,77.602293,13.19956,77.70688
133762,22838,12,0,2,1026,852,0,0,0,0,13.10482,77.57631,12.98758,77.60512
133765,5878,12,2,3,949,0,0,0,0,0,12.98275,77.61582,0,0
133770,22843,65,2,3,392,0,0,0,1,0,12.986284,77.735245,0,0
133777,22847,12,1,3,83,0,0,0,0,0,12.92415,77.67229,0,0
133786,22852,12,0,2,1010,572,0,0,0,0,12.96691,77.74935,12.91873,77.61494
133788,22854,54,0,1,496,0,15,32,0,0,13.05845,77.64075,0,0
133790,22797,12,0,2,1089,1017,0,0,0,0,12.99517,77.731147,13.11084,77.60074
133793,22856,12,0,2,471,585,0,0,0,0,13.01854,77.63524,12.97677,77.5727
133797,22858,12,0,2,393,1229,0,0,0,0,13.19956,77.70688,13.02239,77.59492
133799,22860,12,0,2,492,585,0,0,1,0,12.851218,77.521664,12.97677,77.5727
133802,868,12,0,2,150,585,0,0,0,0,12.89724,77.61065,12.97677,77.5727
133805,3128,12,0,2,1068,393,0,0,0,0,13.044009,77.606805,13.19956,77.70688
133807,3206,12,2,3,1010,0,0,0,0,0,12.96691,77.74935,0,0
133812,22869,12,0,2,1205,433,0,0,0,0,13.01899,77.54744,12.91226,77.59773
133825,9205,12,0,2,393,571,0,0,0,0,13.19956,77.70688,12.95185,77.69642
133851,22893,12,0,2,393,1063,0,0,1,0,13.19956,77.70688,12.934477,77.611284
133853,22894,28,0,2,1286,450,0,0,0,0,12.973448,77.62032,12.9334,77.62652
133856,1479,12,0,2,994,393,0,0,0,0,12.93965,77.74657,13.19956,77.70688
133858,22898,12,0,2,105,393,0,0,0,0,13.01766,77.64503,13.19956,77.70688
133864,1870,12,1,3,352,0,0,0,0,0,13.03369,77.62821,0,0
133865,22900,12,0,1,119,0,15,56,0,0,13.04758,77.59184,0,0
133866,6412,12,0,2,1322,1328,0,0,0,0,12.889133,77.639811,12.958808,77.649047
133873,21379,12,1,3,953,0,0,0,0,0,12.90536,77.54309,0,0
133874,22905,24,0,2,1082,1384,0,0,0,0,12.870924,77.575879,13.02853,77.54625
133897,22917,12,1,3,793,0,0,0,0,0,13.02239,77.59492,0,0
133898,22548,12,0,2,1056,393,0,0,1,0,12.919199,77.60931,13.19956,77.70688
133900,17664,28,0,2,571,767,0,0,1,0,12.95185,77.69642,12.9122,77.51043
133906,15800,12,0,2,689,601,0,0,0,0,12.97672,77.64927,13.02434,77.56593
133911,22925,12,0,2,852,393,0,0,0,0,12.98758,77.60512,13.19956,77.70688
133914,3720,12,0,2,585,293,0,0,0,0,12.97677,77.5727,12.849482,77.663187
133924,22933,24,1,3,977,0,0,0,0,0,12.969933,77.533286,0,0
133928,7719,85,0,2,689,393,0,0,1,0,12.97672,77.64927,13.19956,77.70688
133929,22935,12,0,2,1041,1010,0,0,0,0,12.974408,77.6648,12.96691,77.74935
133932,17972,12,0,2,293,393,0,0,0,0,12.849482,77.663187,13.19956,77.70688
133940,17990,12,0,2,1373,516,0,0,1,0,13.037255,77.58166,13.0056,77.65799
133943,22941,12,0,2,541,142,0,0,0,0,12.93524,77.61997,12.91281,77.60923
133948,22946,12,2,3,824,0,0,0,0,0,13.06557,77.58646,0,0
133956,1888,12,1,3,147,0,0,0,1,0,12.977544,77.6688,0,0
133966,22957,12,0,2,393,1165,0,0,0,0,13.19956,77.70688,12.990947,77.687112
133967,22958,12,0,2,953,1010,0,0,0,0,12.90536,77.54309,12.96691,77.74935
133975,6605,28,0,2,171,393,0,0,0,0,12.98479,77.66128,13.19956,77.70688
133979,22966,12,0,2,1021,171,0,0,0,0,13.02853,77.54625,12.98479,77.66128
133991,22976,12,2,3,496,0,0,0,0,0,13.05845,77.64075,0,0
133992,9616,85,0,2,1010,293,0,0,0,0,12.96691,77.74935,12.849482,77.663187
133996,15097,12,0,2,1102,988,0,0,0,0,12.93652,77.54481,12.95365,77.62137
134001,22979,12,0,2,393,293,0,0,0,0,13.19956,77.70688,12.849482,77.663187
134002,20471,24,0,2,1393,1102,0,0,0,0,13.19966,77.70688,12.93652,77.54481
134007,15242,87,2,3,1237,0,0,0,0,0,12.92645,77.61206,0,0
134011,22986,12,0,2,1041,393,0,0,1,0,12.974408,77.6648,13.19956,77.70688
134014,22988,12,0,2,601,393,0,0,0,0,13.02434,77.56593,13.19956,77.70688
134017,22991,12,0,2,142,1230,0,0,0,0,12.91281,77.60923,13.02239,77.59492
134018,22992,12,0,2,1106,1010,0,0,0,0,12.93331,77.56666,12.96691,77.74935
134027,22996,12,0,2,293,393,0,0,0,0,12.849482,77.663187,13.19956,77.70688
134031,13034,12,0,2,1070,977,0,0,1,0,12.926098,77.681121,12.969933,77.533286
134034,21756,24,0,2,768,1328,0,0,0,0,12.98999,77.55332,12.958808,77.649047
134036,23000,12,0,2,186,393,0,0,1,0,12.80257,77.70453,13.19956,77.70688
134040,22945,28,0,2,559,433,0,0,0,0,12.97173,77.59829,12.91226,77.59773
134042,868,24,0,2,520,393,0,0,0,0,12.92598,77.61837,13.19956,77.70688
134047,16599,12,0,2,269,271,0,0,0,0,12.9744,77.69183,12.95641,77.64076
134049,23006,12,0,2,575,393,0,0,1,0,13.03017,77.56684,13.19956,77.70688
134050,23007,65,2,3,977,0,0,0,0,0,12.969933,77.533286,0,0
134052,23009,12,0,2,1069,585,0,0,1,0,12.949764,77.643524,12.97677,77.5727
134057,18298,12,0,2,1192,832,0,0,0,0,12.97677,77.5727,12.88019,77.64558
134058,22956,12,0,2,963,392,0,0,0,0,12.99111,77.59204,12.986284,77.735245
134059,20302,12,0,2,1237,1037,0,0,0,0,12.92645,77.61206,12.934048,77.580568
134066,23015,12,2,3,793,0,0,0,0,0,13.02239,77.59492,0,0
134086,19691,12,1,3,601,0,0,0,0,0,13.02434,77.56593,0,0
134094,21756,12,0,2,1328,768,0,0,0,0,12.958808,77.649047,12.98999,77.55332
134097,25035,12,0,1,995,0,15,32,0,0,12.95158,77.57833,0,0
134113,23036,75,2,3,410,0,0,0,0,0,13.05121,77.54113,0,0
134122,15947,12,0,2,393,142,0,0,1,0,13.19956,77.70688,12.91281,77.60923
134125,1269,12,0,2,1021,1082,0,0,0,0,13.02853,77.54625,12.870924,77.575879
134141,23007,12,0,2,1091,393,0,0,0,0,12.96124,77.53051,13.19956,77.70688
134143,19004,12,0,2,83,949,0,0,1,0,12.92415,77.67229,12.98275,77.61582
134144,23051,12,0,2,1373,410,0,0,0,0,13.037255,77.58166,13.05121,77.54113
134146,22502,12,0,2,1244,1068,0,0,1,0,12.96462,77.68779,13.044009,77.606805
134147,14715,12,2,3,450,0,0,0,0,0,12.9334,77.62652,0,0
134156,23060,12,0,2,393,571,0,0,1,0,13.19956,77.70688,12.95185,77.69642
134160,23063,12,0,2,822,1263,0,0,0,0,13.01024,77.58056,12.96897,77.59456
134169,21204,12,0,2,171,531,0,0,0,0,12.98479,77.66128,12.99255,77.57842
134171,21344,12,0,2,722,393,0,0,0,0,12.91567,77.55465,13.19956,77.70688
134174,23070,12,1,3,571,0,0,0,0,0,12.95185,77.69642,0,0
134179,23071,12,0,2,396,1021,0,0,0,0,12.92073,77.66482,13.02853,77.54625
134182,81,12,0,2,171,1021,0,0,0,0,12.98479,77.66128,13.02853,77.54625
134213,23089,12,0,2,271,105,0,0,0,0,12.95641,77.64076,13.01766,77.64503
134214,23090,12,0,2,393,1379,0,0,0,0,13.19956,77.70688,13.062088,77.473672
134220,23094,12,0,2,529,1262,0,0,0,0,12.93615,77.61322,12.81575,77.68465
134226,23099,12,0,2,949,171,0,0,0,0,12.98275,77.61582,12.98479,77.66128
134227,22454,12,0,2,1150,1095,0,0,0,0,12.99287,77.71662,12.92415,77.67229
134235,23104,12,0,2,393,541,0,0,1,0,13.19956,77.70688,12.93524,77.61997
134239,23108,12,0,2,1142,1192,0,0,0,0,13.03369,77.62821,12.97677,77.5727
134240,23109,12,0,2,112,393,0,0,1,0,12.93331,77.56666,13.19956,77.70688
134241,23110,12,0,2,1056,168,0,0,0,0,12.919199,77.60931,12.99313,77.59828
134253,23122,28,0,2,585,977,0,0,1,0,12.97677,77.5727,12.969933,77.533286
134260,17111,12,0,2,271,393,0,0,1,0,12.95641,77.64076,13.19956,77.70688
134261,23128,12,0,2,1040,253,0,0,0,0,12.920078,77.583432,12.97635,77.61468
134272,1649,12,0,2,625,393,0,0,0,0,12.95431,77.6553,13.19956,77.70688
134273,23130,85,1,3,1367,0,0,0,0,0,12.978851,77.59873,0,0
134284,22573,12,0,2,1038,393,0,0,0,0,12.981266,77.637162,13.19956,77.70688
134285,23135,12,0,2,1099,393,0,0,0,0,12.93652,77.54481,13.19956,77.70688
134288,4006,85,2,3,852,0,0,0,0,0,12.98758,77.60512,0,0
134289,34267,12,0,2,1095,149,0,0,0,0,12.92415,77.67229,12.93022,77.56039
134302,22842,12,2,3,1323,0,0,0,0,0,12.869805,77.653211,0,0
134308,3588,12,0,2,396,1129,0,0,0,0,12.92073,77.66482,12.99722,77.62003
134309,23147,12,0,2,1085,585,0,0,0,0,12.911942,77.651582,12.97677,77.5727
134323,23154,12,0,2,625,393,0,0,0,0,12.95431,77.6553,13.19956,77.70688
134327,12849,12,0,2,330,25,0,0,0,0,12.858833,77.589127,12.98059,77.57475
134329,23157,12,1,3,995,0,0,0,0,0,12.95158,77.57833,0,0
134330,22867,12,0,2,466,393,0,0,0,0,13.017436,77.64458,13.19956,77.70688
134332,7424,12,0,2,1010,393,0,0,0,0,12.96691,77.74935,13.19956,77.70688
134333,23263,28,0,2,571,601,0,0,0,0,12.95185,77.69642,13.02434,77.56593
